"Installed electricity capacity by country/area (MW) by Country/area, Technology, Grid connection and Year"

"Country/area","Technology","Grid connection","Year",Installed electricity capacity by country/area (MW)
"Georgia","Solar photovoltaic","On-grid","2020",..
"Georgia","Solar photovoltaic","Off-grid","2020",0.656
"Georgia","Solar thermal energy","On-grid","2020",..
"Georgia","Solar thermal energy","Off-grid","2020",..
"Georgia","Onshore wind energy","On-grid","2020",21.000
"Georgia","Onshore wind energy","Off-grid","2020",..
"Georgia","Offshore wind energy","On-grid","2020",..
"Georgia","Offshore wind energy","Off-grid","2020",..
"Georgia","Renewable hydropower","On-grid","2020",3323.000
"Georgia","Renewable hydropower","Off-grid","2020",..
"Georgia","Mixed Hydro Plants","On-grid","2020",..
"Georgia","Mixed Hydro Plants","Off-grid","2020",..
"Georgia","Pumped storage","On-grid","2020",..
"Georgia","Pumped storage","Off-grid","2020",..
"Georgia","Marine energy","On-grid","2020",..
"Georgia","Marine energy","Off-grid","2020",..
"Georgia","Solid biofuels","On-grid","2020",..
"Georgia","Solid biofuels","Off-grid","2020",..
"Georgia","Renewable municipal waste","On-grid","2020",..
"Georgia","Renewable municipal waste","Off-grid","2020",..
"Georgia","Liquid biofuels","On-grid","2020",..
"Georgia","Liquid biofuels","Off-grid","2020",..
"Georgia","Biogas","On-grid","2020",..
"Georgia","Biogas","Off-grid","2020",..
"Georgia","Geothermal energy","On-grid","2020",..
"Georgia","Geothermal energy","Off-grid","2020",..
"Georgia","Coal and peat","On-grid","2020",..
"Georgia","Coal and peat","Off-grid","2020",..
"Georgia","Oil","On-grid","2020",..
"Georgia","Oil","Off-grid","2020",..
"Georgia","Natural gas","On-grid","2020",1189.000
"Georgia","Natural gas","Off-grid","2020",..
"Georgia","Fossil fuels n.e.s.","On-grid","2020",..
"Georgia","Fossil fuels n.e.s.","Off-grid","2020",..
"Georgia","Nuclear","On-grid","2020",..
"Georgia","Nuclear","Off-grid","2020",..
"Georgia","Other non-renewable energy","On-grid","2020",..
"Georgia","Other non-renewable energy","Off-grid","2020",..
"Germany","Solar photovoltaic","On-grid","2020",53719.000
"Germany","Solar photovoltaic","Off-grid","2020",..
"Germany","Solar thermal energy","On-grid","2020",2.000
"Germany","Solar thermal energy","Off-grid","2020",..
"Germany","Onshore wind energy","On-grid","2020",54414.000
"Germany","Onshore wind energy","Off-grid","2020",..
"Germany","Offshore wind energy","On-grid","2020",7774.000
"Germany","Offshore wind energy","Off-grid","2020",..
"Germany","Renewable hydropower","On-grid","2020",4304.000
"Germany","Renewable hydropower","Off-grid","2020",..
"Germany","Mixed Hydro Plants","On-grid","2020",1134.000
"Germany","Mixed Hydro Plants","Off-grid","2020",..
"Germany","Pumped storage","On-grid","2020",5354.000
"Germany","Pumped storage","Off-grid","2020",..
"Germany","Marine energy","On-grid","2020",..
"Germany","Marine energy","Off-grid","2020",..
"Germany","Solid biofuels","On-grid","2020",1597.000
"Germany","Solid biofuels","Off-grid","2020",..
"Germany","Renewable municipal waste","On-grid","2020",1051.000
"Germany","Renewable municipal waste","Off-grid","2020",..
"Germany","Liquid biofuels","On-grid","2020",231.000
"Germany","Liquid biofuels","Off-grid","2020",..
"Germany","Biogas","On-grid","2020",7465.000
"Germany","Biogas","Off-grid","2020",..
"Germany","Geothermal energy","On-grid","2020",40.000
"Germany","Geothermal energy","Off-grid","2020",..
"Germany","Coal and peat","On-grid","2020",..
"Germany","Coal and peat","Off-grid","2020",..
"Germany","Oil","On-grid","2020",..
"Germany","Oil","Off-grid","2020",..
"Germany","Natural gas","On-grid","2020",..
"Germany","Natural gas","Off-grid","2020",..
"Germany","Fossil fuels n.e.s.","On-grid","2020",85992.000
"Germany","Fossil fuels n.e.s.","Off-grid","2020",..
"Germany","Nuclear","On-grid","2020",8113.000
"Germany","Nuclear","Off-grid","2020",..
"Germany","Other non-renewable energy","On-grid","2020",2557.000
"Germany","Other non-renewable energy","Off-grid","2020",..
"Ghana","Solar photovoltaic","On-grid","2020",71.796
"Ghana","Solar photovoltaic","Off-grid","2020",36.056
"Ghana","Solar thermal energy","On-grid","2020",..
"Ghana","Solar thermal energy","Off-grid","2020",..
"Ghana","Onshore wind energy","On-grid","2020",..
"Ghana","Onshore wind energy","Off-grid","2020",0.020
"Ghana","Offshore wind energy","On-grid","2020",..
"Ghana","Offshore wind energy","Off-grid","2020",..
"Ghana","Renewable hydropower","On-grid","2020",1584.045
"Ghana","Renewable hydropower","Off-grid","2020",..
"Ghana","Mixed Hydro Plants","On-grid","2020",..
"Ghana","Mixed Hydro Plants","Off-grid","2020",..
"Ghana","Pumped storage","On-grid","2020",..
"Ghana","Pumped storage","Off-grid","2020",..
"Ghana","Marine energy","On-grid","2020",..
"Ghana","Marine energy","Off-grid","2020",..
"Ghana","Solid biofuels","On-grid","2020",..
"Ghana","Solid biofuels","Off-grid","2020",8.274
"Ghana","Renewable municipal waste","On-grid","2020",..
"Ghana","Renewable municipal waste","Off-grid","2020",..
"Ghana","Liquid biofuels","On-grid","2020",..
"Ghana","Liquid biofuels","Off-grid","2020",..
"Ghana","Biogas","On-grid","2020",0.100
"Ghana","Biogas","Off-grid","2020",..
"Ghana","Geothermal energy","On-grid","2020",..
"Ghana","Geothermal energy","Off-grid","2020",..
"Ghana","Coal and peat","On-grid","2020",..
"Ghana","Coal and peat","Off-grid","2020",..
"Ghana","Oil","On-grid","2020",992.000
"Ghana","Oil","Off-grid","2020",..
"Ghana","Natural gas","On-grid","2020",2673.000
"Ghana","Natural gas","Off-grid","2020",..
"Ghana","Fossil fuels n.e.s.","On-grid","2020",..
"Ghana","Fossil fuels n.e.s.","Off-grid","2020",..
"Ghana","Nuclear","On-grid","2020",..
"Ghana","Nuclear","Off-grid","2020",..
"Ghana","Other non-renewable energy","On-grid","2020",..
"Ghana","Other non-renewable energy","Off-grid","2020",..
"Greece","Solar photovoltaic","On-grid","2020",3287.720
"Greece","Solar photovoltaic","Off-grid","2020",..
"Greece","Solar thermal energy","On-grid","2020",..
"Greece","Solar thermal energy","Off-grid","2020",..
"Greece","Onshore wind energy","On-grid","2020",4119.250
"Greece","Onshore wind energy","Off-grid","2020",..
"Greece","Offshore wind energy","On-grid","2020",..
"Greece","Offshore wind energy","Off-grid","2020",..
"Greece","Renewable hydropower","On-grid","2020",2718.000
"Greece","Renewable hydropower","Off-grid","2020",..
"Greece","Mixed Hydro Plants","On-grid","2020",699.000
"Greece","Mixed Hydro Plants","Off-grid","2020",..
"Greece","Pumped storage","On-grid","2020",..
"Greece","Pumped storage","Off-grid","2020",..
"Greece","Marine energy","On-grid","2020",..
"Greece","Marine energy","Off-grid","2020",..
"Greece","Solid biofuels","On-grid","2020",14.111
"Greece","Solid biofuels","Off-grid","2020",..
"Greece","Renewable municipal waste","On-grid","2020",..
"Greece","Renewable municipal waste","Off-grid","2020",..
"Greece","Liquid biofuels","On-grid","2020",..
"Greece","Liquid biofuels","Off-grid","2020",..
"Greece","Biogas","On-grid","2020",83.297
"Greece","Biogas","Off-grid","2020",..
"Greece","Geothermal energy","On-grid","2020",..
"Greece","Geothermal energy","Off-grid","2020",..
"Greece","Coal and peat","On-grid","2020",..
"Greece","Coal and peat","Off-grid","2020",..
"Greece","Oil","On-grid","2020",..
"Greece","Oil","Off-grid","2020",..
"Greece","Natural gas","On-grid","2020",..
"Greece","Natural gas","Off-grid","2020",..
"Greece","Fossil fuels n.e.s.","On-grid","2020",9830.902
"Greece","Fossil fuels n.e.s.","Off-grid","2020",..
"Greece","Nuclear","On-grid","2020",..
"Greece","Nuclear","Off-grid","2020",..
"Greece","Other non-renewable energy","On-grid","2020",43.000
"Greece","Other non-renewable energy","Off-grid","2020",..
"Greenland","Solar photovoltaic","On-grid","2020",..
"Greenland","Solar photovoltaic","Off-grid","2020",0.139
"Greenland","Solar thermal energy","On-grid","2020",..
"Greenland","Solar thermal energy","Off-grid","2020",..
"Greenland","Onshore wind energy","On-grid","2020",..
"Greenland","Onshore wind energy","Off-grid","2020",0.050
"Greenland","Offshore wind energy","On-grid","2020",..
"Greenland","Offshore wind energy","Off-grid","2020",..
"Greenland","Renewable hydropower","On-grid","2020",91.300
"Greenland","Renewable hydropower","Off-grid","2020",..
"Greenland","Mixed Hydro Plants","On-grid","2020",..
"Greenland","Mixed Hydro Plants","Off-grid","2020",..
"Greenland","Pumped storage","On-grid","2020",..
"Greenland","Pumped storage","Off-grid","2020",..
"Greenland","Marine energy","On-grid","2020",..
"Greenland","Marine energy","Off-grid","2020",..
"Greenland","Solid biofuels","On-grid","2020",..
"Greenland","Solid biofuels","Off-grid","2020",..
"Greenland","Renewable municipal waste","On-grid","2020",..
"Greenland","Renewable municipal waste","Off-grid","2020",..
"Greenland","Liquid biofuels","On-grid","2020",..
"Greenland","Liquid biofuels","Off-grid","2020",..
"Greenland","Biogas","On-grid","2020",..
"Greenland","Biogas","Off-grid","2020",..
"Greenland","Geothermal energy","On-grid","2020",..
"Greenland","Geothermal energy","Off-grid","2020",..
"Greenland","Coal and peat","On-grid","2020",..
"Greenland","Coal and peat","Off-grid","2020",..
"Greenland","Oil","On-grid","2020",..
"Greenland","Oil","Off-grid","2020",..
"Greenland","Natural gas","On-grid","2020",..
"Greenland","Natural gas","Off-grid","2020",..
"Greenland","Fossil fuels n.e.s.","On-grid","2020",..
"Greenland","Fossil fuels n.e.s.","Off-grid","2020",96.000
"Greenland","Nuclear","On-grid","2020",..
"Greenland","Nuclear","Off-grid","2020",..
"Greenland","Other non-renewable energy","On-grid","2020",..
"Greenland","Other non-renewable energy","Off-grid","2020",..
"Grenada","Solar photovoltaic","On-grid","2020",3.601
"Grenada","Solar photovoltaic","Off-grid","2020",..
"Grenada","Solar thermal energy","On-grid","2020",..
"Grenada","Solar thermal energy","Off-grid","2020",..
"Grenada","Onshore wind energy","On-grid","2020",0.080
"Grenada","Onshore wind energy","Off-grid","2020",..
"Grenada","Offshore wind energy","On-grid","2020",..
"Grenada","Offshore wind energy","Off-grid","2020",..
"Grenada","Renewable hydropower","On-grid","2020",..
"Grenada","Renewable hydropower","Off-grid","2020",..
"Grenada","Mixed Hydro Plants","On-grid","2020",..
"Grenada","Mixed Hydro Plants","Off-grid","2020",..
"Grenada","Pumped storage","On-grid","2020",..
"Grenada","Pumped storage","Off-grid","2020",..
"Grenada","Marine energy","On-grid","2020",..
"Grenada","Marine energy","Off-grid","2020",..
"Grenada","Solid biofuels","On-grid","2020",..
"Grenada","Solid biofuels","Off-grid","2020",..
"Grenada","Renewable municipal waste","On-grid","2020",..
"Grenada","Renewable municipal waste","Off-grid","2020",..
"Grenada","Liquid biofuels","On-grid","2020",..
"Grenada","Liquid biofuels","Off-grid","2020",..
"Grenada","Biogas","On-grid","2020",..
"Grenada","Biogas","Off-grid","2020",..
"Grenada","Geothermal energy","On-grid","2020",..
"Grenada","Geothermal energy","Off-grid","2020",..
"Grenada","Coal and peat","On-grid","2020",..
"Grenada","Coal and peat","Off-grid","2020",..
"Grenada","Oil","On-grid","2020",52.300
"Grenada","Oil","Off-grid","2020",..
"Grenada","Natural gas","On-grid","2020",..
"Grenada","Natural gas","Off-grid","2020",..
"Grenada","Fossil fuels n.e.s.","On-grid","2020",..
"Grenada","Fossil fuels n.e.s.","Off-grid","2020",..
"Grenada","Nuclear","On-grid","2020",..
"Grenada","Nuclear","Off-grid","2020",..
"Grenada","Other non-renewable energy","On-grid","2020",..
"Grenada","Other non-renewable energy","Off-grid","2020",..
"Guadeloupe","Solar photovoltaic","On-grid","2020",85.419
"Guadeloupe","Solar photovoltaic","Off-grid","2020",..
"Guadeloupe","Solar thermal energy","On-grid","2020",..
"Guadeloupe","Solar thermal energy","Off-grid","2020",..
"Guadeloupe","Onshore wind energy","On-grid","2020",41.675
"Guadeloupe","Onshore wind energy","Off-grid","2020",..
"Guadeloupe","Offshore wind energy","On-grid","2020",..
"Guadeloupe","Offshore wind energy","Off-grid","2020",..
"Guadeloupe","Renewable hydropower","On-grid","2020",11.100
"Guadeloupe","Renewable hydropower","Off-grid","2020",..
"Guadeloupe","Mixed Hydro Plants","On-grid","2020",..
"Guadeloupe","Mixed Hydro Plants","Off-grid","2020",..
"Guadeloupe","Pumped storage","On-grid","2020",..
"Guadeloupe","Pumped storage","Off-grid","2020",..
"Guadeloupe","Marine energy","On-grid","2020",..
"Guadeloupe","Marine energy","Off-grid","2020",..
"Guadeloupe","Solid biofuels","On-grid","2020",30.600
"Guadeloupe","Solid biofuels","Off-grid","2020",..
"Guadeloupe","Renewable municipal waste","On-grid","2020",..
"Guadeloupe","Renewable municipal waste","Off-grid","2020",..
"Guadeloupe","Liquid biofuels","On-grid","2020",..
"Guadeloupe","Liquid biofuels","Off-grid","2020",..
"Guadeloupe","Biogas","On-grid","2020",4.600
"Guadeloupe","Biogas","Off-grid","2020",..
"Guadeloupe","Geothermal energy","On-grid","2020",15.000
"Guadeloupe","Geothermal energy","Off-grid","2020",..
"Guadeloupe","Coal and peat","On-grid","2020",..
"Guadeloupe","Coal and peat","Off-grid","2020",..
"Guadeloupe","Oil","On-grid","2020",..
"Guadeloupe","Oil","Off-grid","2020",..
"Guadeloupe","Natural gas","On-grid","2020",..
"Guadeloupe","Natural gas","Off-grid","2020",..
"Guadeloupe","Fossil fuels n.e.s.","On-grid","2020",413.450
"Guadeloupe","Fossil fuels n.e.s.","Off-grid","2020",..
"Guadeloupe","Nuclear","On-grid","2020",..
"Guadeloupe","Nuclear","Off-grid","2020",..
"Guadeloupe","Other non-renewable energy","On-grid","2020",..
"Guadeloupe","Other non-renewable energy","Off-grid","2020",..
"Guam","Solar photovoltaic","On-grid","2020",34.780
"Guam","Solar photovoltaic","Off-grid","2020",..
"Guam","Solar thermal energy","On-grid","2020",..
"Guam","Solar thermal energy","Off-grid","2020",..
"Guam","Onshore wind energy","On-grid","2020",0.275
"Guam","Onshore wind energy","Off-grid","2020",..
"Guam","Offshore wind energy","On-grid","2020",..
"Guam","Offshore wind energy","Off-grid","2020",..
"Guam","Renewable hydropower","On-grid","2020",..
"Guam","Renewable hydropower","Off-grid","2020",..
"Guam","Mixed Hydro Plants","On-grid","2020",..
"Guam","Mixed Hydro Plants","Off-grid","2020",..
"Guam","Pumped storage","On-grid","2020",..
"Guam","Pumped storage","Off-grid","2020",..
"Guam","Marine energy","On-grid","2020",..
"Guam","Marine energy","Off-grid","2020",..
"Guam","Solid biofuels","On-grid","2020",..
"Guam","Solid biofuels","Off-grid","2020",..
"Guam","Renewable municipal waste","On-grid","2020",..
"Guam","Renewable municipal waste","Off-grid","2020",..
"Guam","Liquid biofuels","On-grid","2020",..
"Guam","Liquid biofuels","Off-grid","2020",..
"Guam","Biogas","On-grid","2020",..
"Guam","Biogas","Off-grid","2020",..
"Guam","Geothermal energy","On-grid","2020",..
"Guam","Geothermal energy","Off-grid","2020",..
"Guam","Coal and peat","On-grid","2020",..
"Guam","Coal and peat","Off-grid","2020",..
"Guam","Oil","On-grid","2020",420.000
"Guam","Oil","Off-grid","2020",..
"Guam","Natural gas","On-grid","2020",..
"Guam","Natural gas","Off-grid","2020",..
"Guam","Fossil fuels n.e.s.","On-grid","2020",..
"Guam","Fossil fuels n.e.s.","Off-grid","2020",..
"Guam","Nuclear","On-grid","2020",..
"Guam","Nuclear","Off-grid","2020",..
"Guam","Other non-renewable energy","On-grid","2020",..
"Guam","Other non-renewable energy","Off-grid","2020",..
"Guatemala","Solar photovoltaic","On-grid","2020",92.500
"Guatemala","Solar photovoltaic","Off-grid","2020",8.308
"Guatemala","Solar thermal energy","On-grid","2020",..
"Guatemala","Solar thermal energy","Off-grid","2020",..
"Guatemala","Onshore wind energy","On-grid","2020",107.400
"Guatemala","Onshore wind energy","Off-grid","2020",..
"Guatemala","Offshore wind energy","On-grid","2020",..
"Guatemala","Offshore wind energy","Off-grid","2020",..
"Guatemala","Renewable hydropower","On-grid","2020",1577.203
"Guatemala","Renewable hydropower","Off-grid","2020",..
"Guatemala","Mixed Hydro Plants","On-grid","2020",..
"Guatemala","Mixed Hydro Plants","Off-grid","2020",..
"Guatemala","Pumped storage","On-grid","2020",..
"Guatemala","Pumped storage","Off-grid","2020",..
"Guatemala","Marine energy","On-grid","2020",..
"Guatemala","Marine energy","Off-grid","2020",..
"Guatemala","Solid biofuels","On-grid","2020",1028.564
"Guatemala","Solid biofuels","Off-grid","2020",..
"Guatemala","Renewable municipal waste","On-grid","2020",..
"Guatemala","Renewable municipal waste","Off-grid","2020",..
"Guatemala","Liquid biofuels","On-grid","2020",..
"Guatemala","Liquid biofuels","Off-grid","2020",..
"Guatemala","Biogas","On-grid","2020",7.156
"Guatemala","Biogas","Off-grid","2020",..
